date,volume
16-08-1991,158804800
19-08-1991,322481600
20-08-1991,199427200
21-08-1991,223372800
22-08-1991,165648000
23-08-1991,240419200
26-08-1991,101595200
27-08-1991,100352000
28-08-1991,107587200
29-08-1991,113355200
30-08-1991,66136000
3/9/1991,68376000
4/9/1991,119784000
5/9/1991,77884800
6/9/1991,79273600
9/9/1991,126481600
10/9/1991,182840000
11/9/1991,178001600
12/9/1991,119212800
13-09-1991,166734400
16-09-1991,205777600
17-09-1991,135408000
18-09-1991,121352000
19-09-1991,178337600
20-09-1991,188148800
23-09-1991,87662400
24-09-1991,106097600
25-09-1991,54465600
26-09-1991,71220800
27-09-1991,62809600
30-09-1991,63201600
1/10/1991,131376000
2/10/1991,17987200
3/10/1991,181003200
4/10/1991,79374400
7/10/1991,64702400
8/10/1991,172256000
9/10/1991,132742400
10/10/1991,157214400
11/10/1991,120052800
14-10-1991,111876800
15-10-1991,288209600
16-10-1991,200872000
17-10-1991,151614400
18-10-1991,446958400
21-10-1991,116692800
22-10-1991,208208000
23-10-1991,168828800
24-10-1991,177900800
25-10-1991,106971200
28-10-1991,77862400
29-10-1991,101236800
30-10-1991,148243200
31-10-1991,231806400
1/11/1991,201264000
4/11/1991,195294400
5/11/1991,215600000
6/11/1991,236790400
7/11/1991,296732800
8/11/1991,375827200
11/11/1991,164942400
12/11/1991,166689600
13-11-1991,185920000
14-11-1991,188003200
15-11-1991,256950400
18-11-1991,238739200
19-11-1991,285488000
20-11-1991,168100800
21-11-1991,106814400
22-11-1991,97843200
25-11-1991,78433600
26-11-1991,139272000
27-11-1991,63235200
29-11-1991,34092800
2/12/1991,118899200
3/12/1991,102860800
4/12/1991,80550400
5/12/1991,99198400
6/12/1991,196985600
9/12/1991,97832000
10/12/1991,122617600
11/12/1991,84560000
12/12/1991,91750400
13-12-1991,95121600
16-12-1991,77190400
17-12-1991,97843200
18-12-1991,186603200
19-12-1991,115326400
20-12-1991,128184000
23-12-1991,103163200
24-12-1991,188563200
26-12-1991,134500800
27-12-1991,167742400
30-12-1991,183646400
31-12-1991,134030400
2/1/1992,233632000
3/1/1992,190254400
6/1/1992,114240000
7/1/1992,141467200
8/1/1992,232747200
9/1/1992,208510400
10/1/1992,196224000
13-01-1992,107856000
14-01-1992,273806400
15-01-1992,325740800
16-01-1992,293529600
17-01-1992,848355200
20-01-1992,209664000
21-01-1992,194084800
22-01-1992,183680000
23-01-1992,138353600
24-01-1992,177609600
27-01-1992,83451200
28-01-1992,173723200
29-01-1992,144558400
30-01-1992,87113600
31-01-1992,144558400
3/2/1992,158132800
4/2/1992,192931200
5/2/1992,161504000
6/2/1992,93139200
7/2/1992,147537600
10/2/1992,86441600
11/2/1992,122012800
12/2/1992,137961600
13-02-1992,76014400
14-02-1992,72587200
18-02-1992,68353600
19-02-1992,95670400
20-02-1992,130860800
21-02-1992,151580800
24-02-1992,171404800
25-02-1992,227214400
26-02-1992,229084800
27-02-1992,122169600
28-02-1992,90395200
2/3/1992,89252800
3/3/1992,99276800
4/3/1992,115371200
5/3/1992,236723200
6/3/1992,134288000
9/3/1992,108942400
10/3/1992,122696000
11/3/1992,131656000
12/3/1992,152902400
13-03-1992,79184000
16-03-1992,56291200
17-03-1992,85097600
18-03-1992,81032000
19-03-1992,118518400
20-03-1992,54163200
23-03-1992,50075200
24-03-1992,209417600
25-03-1992,121553600
26-03-1992,123020800
27-03-1992,264532800
30-03-1992,339035200
31-03-1992,212632000
1/4/1992,159656000
2/4/1992,133974400
3/4/1992,116457600
6/4/1992,101987200
7/4/1992,230216000
8/4/1992,367024000
9/4/1992,192136000
10/4/1992,274064000
13-04-1992,122830400
14-04-1992,144401600
15-04-1992,217358400
16-04-1992,258686400
20-04-1992,206046400
21-04-1992,180364800
22-04-1992,171528000
23-04-1992,182817600
24-04-1992,98280000
27-04-1992,140268800
28-04-1992,174126400
29-04-1992,198900800
30-04-1992,260265600
1/5/1992,134377600
4/5/1992,123233600
5/5/1992,180084800
6/5/1992,177990400
7/5/1992,172356800
8/5/1992,198699200
11/5/1992,90899200
12/5/1992,77044800
13-05-1992,97473600
14-05-1992,156923200
15-05-1992,121307200
18-05-1992,129091200
19-05-1992,131678400
20-05-1992,173208000
21-05-1992,137692800
22-05-1992,46468800
26-05-1992,95614400
27-05-1992,154089600
28-05-1992,127243200
29-05-1992,178248000
1/6/1992,248046400
2/6/1992,155680000
3/6/1992,300574400
4/6/1992,180152000
5/6/1992,112728000
8/6/1992,104339200
9/6/1992,101281600
10/6/1992,126604800
11/6/1992,140515200
12/6/1992,96510400
15-06-1992,189190400
16-06-1992,365355200
17-06-1992,304248000
18-06-1992,433720000
19-06-1992,427436800
22-06-1992,389939200
23-06-1992,311550400
24-06-1992,211064000
25-06-1992,160608000
26-06-1992,110364800
29-06-1992,188428800
30-06-1992,193345600
1/7/1992,143528000
2/7/1992,256648000
6/7/1992,122001600
7/7/1992,207088000
8/7/1992,195955200
9/7/1992,165793600
10/7/1992,143796800
13-07-1992,125563200
14-07-1992,125988800
15-07-1992,174462400
16-07-1992,139798400
17-07-1992,423640000
20-07-1992,192124800
21-07-1992,131947200
22-07-1992,161974400
23-07-1992,171516800
24-07-1992,134971200
27-07-1992,2396800
28-07-1992,134243200
29-07-1992,250768000
30-07-1992,137894400
31-07-1992,90708800
3/8/1992,68544000
4/8/1992,119716800
5/8/1992,139260800
6/8/1992,257969600
7/8/1992,219161600
10/8/1992,91448000
11/8/1992,121307200
12/8/1992,121385600
13-08-1992,170990400
14-08-1992,136102400
17-08-1992,128710400
18-08-1992,112313600
19-08-1992,170542400
20-08-1992,108908800
21-08-1992,109468800
24-08-1992,152174400
25-08-1992,132361600
26-08-1992,121060800
27-08-1992,82745600
28-08-1992,61241600
31-08-1992,121116800
1/9/1992,60289600
2/9/1992,189896000
3/9/1992,211859200
4/9/1992,63235200
8/9/1992,70000000
9/9/1992,157203200
10/9/1992,228177600
11/9/1992,179883200
14-09-1992,214681600
15-09-1992,218523200
16-09-1992,178718400
17-09-1992,172435200
18-09-1992,115606400
21-09-1992,89678400
22-09-1992,111540800
23-09-1992,123972800
24-09-1992,125652800
25-09-1992,137468800
28-09-1992,149520000
29-09-1992,157270400
30-09-1992,100049600
1/10/1992,122729600
2/10/1992,113545600
5/10/1992,264958400
6/10/1992,113444800
7/10/1992,113310400
8/10/1992,126974400
9/10/1992,58744000
12/10/1992,71635200
13-10-1992,147179200
14-10-1992,95726400
15-10-1992,75420800
16-10-1992,451348800
19-10-1992,196044800
20-10-1992,287246400
21-10-1992,114251200
22-10-1992,84470400
23-10-1992,91425600
26-10-1992,250689600
27-10-1992,211960000
28-10-1992,196593600
29-10-1992,213897600
30-10-1992,129830400
2/11/1992,170094400
3/11/1992,112750400
4/11/1992,141960000
5/11/1992,298054400
6/11/1992,263972800
9/11/1992,112929600
10/11/1992,122225600
11/11/1992,140425600
12/11/1992,107598400
13-11-1992,84750400
16-11-1992,67547200
17-11-1992,168806400
18-11-1992,304808000
19-11-1992,240542400
20-11-1992,155489600
23-11-1992,152723200
24-11-1992,156822400
25-11-1992,117342400
27-11-1992,47196800
30-11-1992,160507200
1/12/1992,130144000
2/12/1992,97776000
3/12/1992,187588800
4/12/1992,95782400
7/12/1992,144222400
8/12/1992,196638400
9/12/1992,159409600
10/12/1992,140190400
11/12/1992,120187200
14-12-1992,110510400
15-12-1992,182537600
16-12-1992,225926400
17-12-1992,233867200
18-12-1992,235457600
21-12-1992,256065600
22-12-1992,280168000
23-12-1992,112336000
24-12-1992,45964800
28-12-1992,70448000
29-12-1992,116278400
30-12-1992,100587200
31-12-1992,92232000
4/1/1993,129136000
5/1/1993,186256000
6/1/1993,281400000
7/1/1993,272137600
8/1/1993,320936000
11/1/1993,273728000
12/1/1993,346158400
13-01-1993,199640000
14-01-1993,367808000
15-01-1993,902630400
18-01-1993,333636800
19-01-1993,274041600
20-01-1993,158737600
21-01-1993,184419200
22-01-1993,146944000
25-01-1993,202272000
26-01-1993,285622400
27-01-1993,226620800
28-01-1993,184038400
29-01-1993,266100800
1/2/1993,240553600
2/2/1993,182336000
3/2/1993,264185600
4/2/1993,208152000
5/2/1993,367617600
8/2/1993,281075200
9/2/1993,238660800
10/2/1993,268284800
11/2/1993,168268800
12/2/1993,275396800
16-02-1993,407736000
17-02-1993,249580800
18-02-1993,280123200
19-02-1993,177800000
22-02-1993,98761600
23-02-1993,194073600
24-02-1993,286563200
25-02-1993,167227200
26-02-1993,294884800
1/3/1993,119302400
2/3/1993,147694400
3/3/1993,202697600
4/3/1993,188339200
5/3/1993,111619200
8/3/1993,177004800
9/3/1993,154828800
10/3/1993,132496000
11/3/1993,144614400
12/3/1993,126694400
15-03-1993,136035200
16-03-1993,101281600
17-03-1993,176220800
18-03-1993,106187200
19-03-1993,154100800
22-03-1993,165200000
23-03-1993,102536000
24-03-1993,143068800
25-03-1993,171046400
26-03-1993,151760000
29-03-1993,261710400
30-03-1993,264051200
31-03-1993,223036800
1/4/1993,108203200
2/4/1993,253792000
5/4/1993,149172800
6/4/1993,168369600
7/4/1993,162848000
8/4/1993,163430400
12/4/1993,93049600
13-04-1993,164483200
14-04-1993,170060800
15-04-1993,218702400
16-04-1993,686795200
19-04-1993,227864000
20-04-1993,240049600
21-04-1993,205273600
22-04-1993,157673600
23-04-1993,134142400
26-04-1993,102804800
27-04-1993,129673600
28-04-1993,163240000
29-04-1993,82443200
30-04-1993,132339200
3/5/1993,65184000
4/5/1993,170822400
5/5/1993,253064000
6/5/1993,70459200
7/5/1993,81894400
10/5/1993,137928000
11/5/1993,158379200
12/5/1993,105224000
13-05-1993,361726400
14-05-1993,117409600
17-05-1993,69641600
18-05-1993,163475200
19-05-1993,172771200
20-05-1993,290528000
21-05-1993,148198400
24-05-1993,150315200
25-05-1993,180723200
26-05-1993,121564800
27-05-1993,197288000
28-05-1993,183948800
1/6/1993,135072000
2/6/1993,200480000
3/6/1993,156856000
4/6/1993,213684800
7/6/1993,482305600
8/6/1993,621096000
9/6/1993,1178419200
10/6/1993,553705600
11/6/1993,242323200
14-06-1993,249491200
15-06-1993,448324800
16-06-1993,353080000
17-06-1993,409438400
18-06-1993,311292800
21-06-1993,273582400
22-06-1993,336380800
23-06-1993,180723200
24-06-1993,222835200
25-06-1993,257163200
28-06-1993,353617600
29-06-1993,294268800
30-06-1993,200256000
1/7/1993,218164800
2/7/1993,191632000
6/7/1993,155254400
7/7/1993,227035200
8/7/1993,138969600
9/7/1993,156878400
12/7/1993,173880000
13-07-1993,158110400
14-07-1993,246299200
15-07-1993,338038400
16-07-1993,2120596800
19-07-1993,806232000
20-07-1993,531910400
21-07-1993,455907200
22-07-1993,211176000
23-07-1993,233777600
26-07-1993,152824000
27-07-1993,198609600
28-07-1993,91795200
29-07-1993,121374400
30-07-1993,214446400
2/8/1993,216305600
3/8/1993,176478400
4/8/1993,242995200
5/8/1993,209372800
6/8/1993,125921600
9/8/1993,161414400
10/8/1993,152779200
11/8/1993,166969600
12/8/1993,338172800
13-08-1993,138812800
16-08-1993,102446400
17-08-1993,108180800
18-08-1993,188720000
19-08-1993,152129600
20-08-1993,99937600
23-08-1993,91179200
24-08-1993,101259200
25-08-1993,145768000
26-08-1993,176142400
27-08-1993,186569600
30-08-1993,273739200
31-08-1993,127870400
1/9/1993,225568000
2/9/1993,282262400
3/9/1993,162937600
7/9/1993,143539200
8/9/1993,226632000
9/9/1993,149531200
10/9/1993,134489600
13-09-1993,255785600
14-09-1993,276640000
15-09-1993,257723200
16-09-1993,85960000
17-09-1993,172032000
20-09-1993,111036800
21-09-1993,146496000
22-09-1993,110488000
23-09-1993,130950400
24-09-1993,76574400
27-09-1993,113176000
28-09-1993,94550400
29-09-1993,236745600
30-09-1993,274904000
1/10/1993,335988800
4/10/1993,192841600
5/10/1993,176310400
6/10/1993,175280000
7/10/1993,134904000
8/10/1993,139406400
11/10/1993,161145600
12/10/1993,306342400
13-10-1993,177004800
14-10-1993,160686400
15-10-1993,955248000
18-10-1993,332998400
19-10-1993,213572800
20-10-1993,138409600
21-10-1993,627110400
22-10-1993,396076800
25-10-1993,219128000
26-10-1993,222476800
27-10-1993,459065600
28-10-1993,244462400
29-10-1993,136864000
1/11/1993,105974400
2/11/1993,224246400
3/11/1993,176960000
4/11/1993,185371200
5/11/1993,378033600
8/11/1993,166992000
9/11/1993,171248000
10/11/1993,76977600
11/11/1993,142430400
12/11/1993,143662400
15-11-1993,157102400
16-11-1993,303083200
17-11-1993,302624000
18-11-1993,114408000
19-11-1993,122964800
22-11-1993,150606400
23-11-1993,186166400
24-11-1993,90440000
26-11-1993,43444800
29-11-1993,96712000
30-11-1993,112660800
1/12/1993,111216000
2/12/1993,100654400
3/12/1993,120467200
6/12/1993,156979200
7/12/1993,63851200
8/12/1993,39592000
9/12/1993,182761600
10/12/1993,497257600
13-12-1993,244328000
14-12-1993,293664000
15-12-1993,123883200
16-12-1993,126369600
17-12-1993,145152000
20-12-1993,189033600
21-12-1993,251126400
22-12-1993,181372800
23-12-1993,226956800
27-12-1993,159936000
28-12-1993,159499200
29-12-1993,107352000
30-12-1993,314552000
31-12-1993,160966400
3/1/1994,181529600
4/1/1994,285174400
5/1/1994,612136000
6/1/1994,366508800
7/1/1994,298793600
10/1/1994,201588800
11/1/1994,355398400
12/1/1994,439118400
13-01-1994,531596800
14-01-1994,214513600
17-01-1994,145712000
18-01-1994,362801600
19-01-1994,281590400
20-01-1994,268083200
21-01-1994,980134400
24-01-1994,692148800
25-01-1994,442332800
26-01-1994,165804800
27-01-1994,132249600
28-01-1994,136438400
31-01-1994,238380800
1/2/1994,156721600
2/2/1994,146451200
3/2/1994,137995200
4/2/1994,354009600
7/2/1994,725446400
8/2/1994,285387200
9/2/1994,186984000
10/2/1994,302030400
11/2/1994,164248000
14-02-1994,245548800
15-02-1994,129774400
16-02-1994,122024000
17-02-1994,145152000
18-02-1994,149072000
22-02-1994,214569600
23-02-1994,260534400
24-02-1994,197859200
25-02-1994,236824000
28-02-1994,123827200
1/3/1994,211870400
2/3/1994,294145600
3/3/1994,188473600
4/3/1994,226844800
7/3/1994,310396800
8/3/1994,186054400
9/3/1994,248539200
10/3/1994,143763200
11/3/1994,161840000
14-03-1994,441705600
15-03-1994,204545600
16-03-1994,147168000
17-03-1994,156228800
18-03-1994,223675200
21-03-1994,246512000
22-03-1994,242827200
23-03-1994,216686400
24-03-1994,188092800
25-03-1994,343638400
28-03-1994,282576000
29-03-1994,213516800
30-03-1994,169825600
31-03-1994,209059200
4/4/1994,168302400
5/4/1994,97899200
6/4/1994,129091200
7/4/1994,77369600
8/4/1994,176848000
11/4/1994,106825600
12/4/1994,136830400
13-04-1994,233139200
14-04-1994,221995200
15-04-1994,188350400
18-04-1994,230294400
19-04-1994,166252800
20-04-1994,281848000
21-04-1994,410536000
22-04-1994,697827200
25-04-1994,359240000
26-04-1994,164225600
28-04-1994,100475200
29-04-1994,94785600
2/5/1994,123222400
3/5/1994,132899200
4/5/1994,364156800
5/5/1994,288332800
6/5/1994,187779200
9/5/1994,140470400
10/5/1994,146843200
11/5/1994,145521600
12/5/1994,107105600
13-05-1994,92612800
16-05-1994,135385600
17-05-1994,180107200
18-05-1994,123860800
19-05-1994,273582400
20-05-1994,98145600
23-05-1994,119952000
24-05-1994,126448000
25-05-1994,136113600
26-05-1994,73035200
27-05-1994,108684800
31-05-1994,257398400
1/6/1994,385761600
2/6/1994,384921600
3/6/1994,353684800
6/6/1994,126033600
7/6/1994,140246400
8/6/1994,274164800
9/6/1994,293529600
10/6/1994,142732800
13-06-1994,92904000
14-06-1994,154358400
15-06-1994,159476800
16-06-1994,218220800
17-06-1994,224492800
20-06-1994,199897600
21-06-1994,243275200
22-06-1994,113859200
23-06-1994,203896000
24-06-1994,292857600
27-06-1994,255953600
28-06-1994,174227200
29-06-1994,135564800
30-06-1994,101729600
1/7/1994,179278400
5/7/1994,85848000
6/7/1994,97384000
7/7/1994,170150400
8/7/1994,208230400
11/7/1994,106422400
12/7/1994,242312000
13-07-1994,450262400
14-07-1994,180667200
15-07-1994,94964800
18-07-1994,76428800
19-07-1994,116368000
20-07-1994,217369600
21-07-1994,289475200
22-07-1994,786576000
25-07-1994,422654400
26-07-1994,188809600
27-07-1994,133784000
28-07-1994,245313600
29-07-1994,555766400
1/8/1994,229275200
2/8/1994,269561600
3/8/1994,226844800
4/8/1994,184755200
5/8/1994,87012800
8/8/1994,141276800
9/8/1994,78601600
10/8/1994,253568000
11/8/1994,298088000
12/8/1994,179648000
15-08-1994,120075200
16-08-1994,155736000
17-08-1994,286182400
18-08-1994,206259200
19-08-1994,130547200
22-08-1994,152420800
23-08-1994,214446400
24-08-1994,171584000
25-08-1994,298793600
26-08-1994,204198400
29-08-1994,152107200
30-08-1994,182078400
31-08-1994,351836800
1/9/1994,204288000
2/9/1994,101304000
6/9/1994,91425600
7/9/1994,203896000
8/9/1994,158838400
9/9/1994,157236800
12/9/1994,90540800
13-09-1994,104227200
14-09-1994,99086400
15-09-1994,258955200
16-09-1994,364145600
19-09-1994,174350400
20-09-1994,197254400
21-09-1994,234841600
22-09-1994,146238400
23-09-1994,132876800
26-09-1994,141702400
27-09-1994,109088000
28-09-1994,81267200
29-09-1994,109379200
30-09-1994,71702400
3/10/1994,129595200
4/10/1994,162388800
5/10/1994,709800000
6/10/1994,526915200
7/10/1994,364392000
10/10/1994,523409600
11/10/1994,842307200
12/10/1994,597318400
13-10-1994,525302400
14-10-1994,176052800
17-10-1994,303990400
18-10-1994,468686400
19-10-1994,351086400
20-10-1994,218142400
21-10-1994,322705600
24-10-1994,204500800
25-10-1994,301481600
26-10-1994,196772800
27-10-1994,159409600
28-10-1994,273324800
31-10-1994,355902400
1/11/1994,218097600
2/11/1994,218747200
3/11/1994,110521600
4/11/1994,192046400
7/11/1994,113041600
8/11/1994,348969600
9/11/1994,406336000
10/11/1994,152980800
11/11/1994,62272000
14-11-1994,139630400
15-11-1994,167619200
16-11-1994,187398400
17-11-1994,150438400
18-11-1994,147033600
21-11-1994,202596800
22-11-1994,224336000
23-11-1994,327812800
25-11-1994,84224000
28-11-1994,138678400
29-11-1994,144132800
30-11-1994,312032000
1/12/1994,309321600
2/12/1994,172256000
5/12/1994,180275200
6/12/1994,238089600
7/12/1994,137300800
8/12/1994,169859200
9/12/1994,260724800
12/12/1994,224078400
13-12-1994,119201600
14-12-1994,311427200
15-12-1994,227595200
16-12-1994,179782400
19-12-1994,332819200
20-12-1994,175145600
21-12-1994,157438400
22-12-1994,133078400
23-12-1994,93889600
27-12-1994,81916800
28-12-1994,89163200
29-12-1994,121340800
30-12-1994,73091200
3/1/1995,103868800
4/1/1995,158681600
5/1/1995,73640000
6/1/1995,1076622400
9/1/1995,274086400
10/1/1995,614790400
11/1/1995,873824000
12/1/1995,551779200
13-01-1995,351377600
16-01-1995,188977600
17-01-1995,330108800
18-01-1995,127657600
19-01-1995,314294400
20-01-1995,1000361600
23-01-1995,398540800
24-01-1995,218097600
25-01-1995,517070400
26-01-1995,246388800
27-01-1995,298569600
30-01-1995,230585600
31-01-1995,212777600
1/2/1995,158368000
2/2/1995,203582400
3/2/1995,319211200
6/2/1995,243028800
7/2/1995,201600000
8/2/1995,402864000
9/2/1995,475395200
10/2/1995,350963200
13-02-1995,283371200
14-02-1995,165614400
15-02-1995,184475200
16-02-1995,218780800
17-02-1995,121788800
21-02-1995,301582400
22-02-1995,293417600
23-02-1995,314708800
24-02-1995,568814400
27-02-1995,268811200
28-02-1995,222969600
1/3/1995,224448000
2/3/1995,268744000
3/3/1995,145768000
6/3/1995,132720000
7/3/1995,150785600
8/3/1995,364873600
9/3/1995,196683200
10/3/1995,137412800
13-03-1995,325752000
14-03-1995,727865600
15-03-1995,730968000
16-03-1995,316736000
17-03-1995,215644800
20-03-1995,189884800
21-03-1995,305368000
22-03-1995,479147200
23-03-1995,170094400
24-03-1995,128116800
27-03-1995,142800000
28-03-1995,689796800
29-03-1995,496876800
30-03-1995,273414400
31-03-1995,183243200
3/4/1995,154302400
4/4/1995,428198400
5/4/1995,264857600
6/4/1995,722825600
7/4/1995,295724800
10/4/1995,117801600
11/4/1995,214513600
12/4/1995,474712000
13-04-1995,174361600
17-04-1995,208812800
18-04-1995,231134400
19-04-1995,279428800
20-04-1995,329504000
21-04-1995,666624000
24-04-1995,272238400
25-04-1995,273638400
26-04-1995,230440000
27-04-1995,139865600
28-04-1995,195316800
1/5/1995,177956800
2/5/1995,120008000
3/5/1995,168784000
4/5/1995,303643200
5/5/1995,208006400
8/5/1995,386971200
9/5/1995,322929600
10/5/1995,275072000
11/5/1995,523622400
12/5/1995,647953600
15-05-1995,393355200
16-05-1995,332516800
17-05-1995,263144000
18-05-1995,371571200
19-05-1995,322593600
22-05-1995,371884800
23-05-1995,276662400
24-05-1995,264667200
25-05-1995,182862400
26-05-1995,114553600
30-05-1995,196380800
31-05-1995,159532800
1/6/1995,186726400
2/6/1995,105694400
5/6/1995,254654400
6/6/1995,315268800
7/6/1995,124521600
8/6/1995,136136000
9/6/1995,186625600
12/6/1995,212116800
13-06-1995,125944000
14-06-1995,118048000
15-06-1995,92758400
16-06-1995,89208000
19-06-1995,469537600
20-06-1995,738528000
21-06-1995,626012800
22-06-1995,473916800
23-06-1995,231963200
26-06-1995,152779200
27-06-1995,217100800
28-06-1995,266358400
29-06-1995,232556800
30-06-1995,165491200
3/7/1995,39390400
5/7/1995,177060800
6/7/1995,184094400
7/7/1995,387116800
10/7/1995,297931200
11/7/1995,214692800
12/7/1995,283808000
13-07-1995,352329600
14-07-1995,277928000
17-07-1995,226161600
18-07-1995,254632000
19-07-1995,521035200
20-07-1995,331273600
21-07-1995,757881600
24-07-1995,214625600
25-07-1995,263524800
26-07-1995,171449600
27-07-1995,325180800
28-07-1995,260937600
31-07-1995,158524800
1/8/1995,210918400
2/8/1995,275128000
3/8/1995,213931200
4/8/1995,192315200
7/8/1995,193760000
8/8/1995,234595200
9/8/1995,369017600
10/8/1995,164024000
11/8/1995,206931200
14-08-1995,167406400
15-08-1995,317867200
16-08-1995,292633600
17-08-1995,246892800
18-08-1995,241158400
21-08-1995,271779200
22-08-1995,217044800
23-08-1995,253803200
24-08-1995,287929600
25-08-1995,134344000
28-08-1995,243040000
29-08-1995,317060800
30-08-1995,153473600
31-08-1995,87864000
1/9/1995,98380800
5/9/1995,179972800
6/9/1995,200760000
7/9/1995,262326400
8/9/1995,174776000
11/9/1995,172491200
12/9/1995,326256000
13-09-1995,322750400
14-09-1995,550558400
15-09-1995,1211963200
18-09-1995,621488000
19-09-1995,490022400
20-09-1995,321809600
21-09-1995,347334400
22-09-1995,398641600
25-09-1995,315212800
26-09-1995,250902400
27-09-1995,451236800
28-09-1995,331184000
29-09-1995,283416000
2/10/1995,392000000
3/10/1995,289822400
4/10/1995,266772800
5/10/1995,244070400
6/10/1995,309041600
9/10/1995,372568000
10/10/1995,400265600
11/10/1995,332875200
12/10/1995,162052800
13-10-1995,235188800
16-10-1995,182067200
17-10-1995,178617600
18-10-1995,512400000
19-10-1995,944899200
20-10-1995,386332800
23-10-1995,197803200
24-10-1995,213494400
25-10-1995,133302400
26-10-1995,125865600
27-10-1995,154212800
30-10-1995,175638400
31-10-1995,289217600
1/11/1995,193233600
2/11/1995,152756800
3/11/1995,179435200
6/11/1995,311774400
7/11/1995,736388800
8/11/1995,358825600
9/11/1995,260108800
10/11/1995,223115200
13-11-1995,317374400
14-11-1995,407276800
15-11-1995,248136000
16-11-1995,226228800
17-11-1995,128531200
20-11-1995,148456000
21-11-1995,191609600
22-11-1995,98806400
24-11-1995,109950400
27-11-1995,115875200
28-11-1995,176288000
29-11-1995,105268800
30-11-1995,174854400
1/12/1995,204209600
4/12/1995,480681600
5/12/1995,363596800
6/12/1995,201107200
7/12/1995,141926400
8/12/1995,141355200
11/12/1995,111652800
12/12/1995,177553600
13-12-1995,684902400
14-12-1995,333502400
15-12-1995,726880000
18-12-1995,666534400
19-12-1995,430864000
20-12-1995,365736000
21-12-1995,332875200
22-12-1995,234662400
26-12-1995,139507200
27-12-1995,268564800
28-12-1995,249995200
29-12-1995,304136000
2/1/1996,139294400
3/1/1996,429833600
4/1/1996,300182400
5/1/1996,445928000
8/1/1996,121340800
9/1/1996,251216000
10/1/1996,365433600
11/1/1996,756739200
12/1/1996,401856000
15-01-1996,363081600
16-01-1996,352912000
17-01-1996,236409600
18-01-1996,698387200
19-01-1996,829225600
22-01-1996,499744000
23-01-1996,988288000
24-01-1996,655894400
25-01-1996,445200000
26-01-1996,735750400
29-01-1996,332595200
30-01-1996,622843200
31-01-1996,328059200
1/2/1996,333043200
2/2/1996,555979200
5/2/1996,318729600
6/2/1996,226217600
7/2/1996,360326400
8/2/1996,263166400
9/2/1996,205688000
12/2/1996,194275200
13-02-1996,228502400
14-02-1996,163184000
15-02-1996,122080000
16-02-1996,156441600
20-02-1996,376913600
21-02-1996,221838400
22-02-1996,184184000
23-02-1996,173286400
26-02-1996,118283200
27-02-1996,149161600
28-02-1996,187913600
29-02-1996,112884800
1/3/1996,231134400
4/3/1996,187555200
5/3/1996,118440000
6/3/1996,99052800
7/3/1996,260064000
8/3/1996,149004800
11/3/1996,127008000
12/3/1996,96152000
13-03-1996,99680000
14-03-1996,93363200
15-03-1996,101382400
18-03-1996,109132800
19-03-1996,124364800
20-03-1996,115987200
21-03-1996,109984000
22-03-1996,107564800
25-03-1996,164371200
26-03-1996,160798400
27-03-1996,429296000
28-03-1996,295892800
29-03-1996,166521600
1/4/1996,158636800
2/4/1996,101438400
3/4/1996,72240000
4/4/1996,86049600
8/4/1996,168828800
9/4/1996,235076800
10/4/1996,174764800
11/4/1996,98268800
12/4/1996,81435200
15-04-1996,154078400
16-04-1996,101416000
17-04-1996,85411200
18-04-1996,217246400
19-04-1996,101796800
22-04-1996,111115200
23-04-1996,169948800
24-04-1996,128340800
25-04-1996,174406400
26-04-1996,188865600
29-04-1996,121049600
30-04-1996,136662400
1/5/1996,112705600
2/5/1996,188305600
3/5/1996,108460800
6/5/1996,289486400
7/5/1996,353539200
8/5/1996,186793600
9/5/1996,98078400
10/5/1996,110588800
13-05-1996,187017600
14-05-1996,197624000
15-05-1996,292364800
16-05-1996,130076800
17-05-1996,123300800
20-05-1996,84515200
21-05-1996,114385600
22-05-1996,201880000
23-05-1996,124051200
24-05-1996,113243200
28-05-1996,101852800
29-05-1996,219520000
30-05-1996,103465600
31-05-1996,162646400
3/6/1996,125462400
4/6/1996,762238400
5/6/1996,510104000
6/6/1996,362096000
7/6/1996,267769600
10/6/1996,106366400
11/6/1996,153059200
12/6/1996,151916800
13-06-1996,191419200
14-06-1996,144961600
17-06-1996,112929600
18-06-1996,223227200
19-06-1996,134467200
20-06-1996,147089600
21-06-1996,161851200
24-06-1996,122763200
25-06-1996,246960000
26-06-1996,404331200
27-06-1996,229241600
28-06-1996,115684800
1/7/1996,131980800
2/7/1996,89006400
3/7/1996,288612800
5/7/1996,106153600
8/7/1996,188910400
9/7/1996,187824000
10/7/1996,169388800
11/7/1996,291155200
12/7/1996,268990400
15-07-1996,133224000
16-07-1996,289217600
17-07-1996,233598400
18-07-1996,897052800
19-07-1996,265977600
22-07-1996,152208000
23-07-1996,130121600
24-07-1996,264073600
25-07-1996,114430400
26-07-1996,123681600
29-07-1996,195697600
30-07-1996,189403200
31-07-1996,92780800
1/8/1996,110163200
2/8/1996,127948800
5/8/1996,101012800
6/8/1996,93587200
7/8/1996,248460800
8/8/1996,101516800
9/8/1996,230787200
12/8/1996,151345600
13-08-1996,103510400
14-08-1996,71859200
15-08-1996,107620800
16-08-1996,141758400
19-08-1996,226318400
20-08-1996,211758400
21-08-1996,113344000
22-08-1996,87684800
23-08-1996,203459200
